,age,income,credit_score,existing_loans,employed,default,loan_amount,loan_tenure_months
4419,25,33935,494,1,1,0,203610,36
4420,58,113359,529,1,1,0,680154,24
4421,28,12536,782,2,0,0,49285,30
4422,57,114531,684,3,1,0,801717,12
4423,53,28334,773,1,0,0,102588,12
4424,31,49702,651,1,1,0,248510,24
4425,28,25753,833,3,1,0,154518,24
4426,46,102242,689,3,1,0,511210,36
4427,31,58650,735,3,1,0,469200,24
4428,43,83643,664,0,1,0,501858,30
4429,36,68447,628,4,1,0,410682,24
4430,25,34932,560,1,1,0,174660,12
4431,25,14027,762,2,0,1,69182,36
4432,44,66424,731,5,1,0,464968,30
4433,35,46689,707,0,1,0,280134,18
4434,35,48329,608,3,1,0,289974,36
4435,50,167867,813,2,1,0,1007202,18
4436,56,121146,708,4,1,0,726876,24
4437,38,26205,756,3,0,1,63362,12
4438,37,70226,699,2,1,0,421356,30
4439,48,106437,612,0,1,0,638622,30
4440,25,22797,779,3,1,1,136782,12
4441,44,65338,736,1,1,0,522704,24
4442,48,152259,685,1,1,0,1065813,12
4443,50,110715,734,4,1,0,664290,12
4444,25,21124,765,2,1,0,126744,24
4445,32,46143,752,3,1,0,323001,36
4446,31,48816,563,0,1,0,244080,36
4447,43,26921,580,3,0,0,92125,12
4448,47,107941,758,0,1,0,647646,30
4449,59,104963,644,3,1,0,734741,36
4450,36,68562,616,3,1,0,411372,36
4451,36,65120,729,3,1,0,455840,24
4452,55,170667,613,5,1,1,1194669,18
4453,45,74701,661,2,1,1,448206,24
4454,57,135354,768,5,1,0,947478,30
4455,45,69018,578,4,1,0,414108,18
4456,28,21431,590,2,1,0,150017,18
4457,26,28410,571,3,1,1,142050,24
4458,25,22586,631,3,1,0,135516,24
4459,49,106678,706,2,1,0,853424,24
4460,56,112325,650,2,1,0,561625,24
4461,64,70559,820,1,1,0,352795,36
4462,52,163436,736,1,1,0,1307488,18
4463,55,170786,698,2,1,0,1195502,12
4464,35,53119,801,1,1,0,371833,18
4465,28,24207,593,3,1,0,145242,12
4466,52,153824,769,0,1,0,1230592,12
4467,47,178417,681,1,1,0,892085,18
4468,43,65851,663,2,1,0,329255,24
4469,46,158740,748,3,1,0,1111180,24
4470,45,67951,666,0,1,0,475657,12
4471,57,108779,714,1,1,0,870232,18
4472,57,136538,692,3,1,0,819228,24
4473,48,101798,724,0,1,0,712586,18
4474,52,155625,659,2,1,0,933750,24
4475,48,111575,774,2,1,0,669450,18
4476,36,65672,536,1,1,0,394032,24
4477,51,114789,751,2,1,0,688734,18
4478,25,26414,548,2,1,0,132070,36
4479,54,179878,639,3,1,1,1079268,18
4480,27,32794,741,4,1,0,229558,18
4481,45,74792,538,0,1,0,373960,18
4482,31,53739,713,0,1,0,376173,12
4483,48,28219,590,2,0,1,94053,24
4484,41,65039,622,1,1,1,455273,18
4485,25,34806,618,2,1,0,208836,18
4486,47,29405,592,1,0,1,106877,36
4487,35,50111,561,1,1,0,350777,18
4488,52,111329,865,2,1,0,890632,36
4489,42,65282,685,4,1,1,326410,36
4490,46,167639,601,2,1,0,1173473,30
4491,30,37028,655,1,1,0,185140,36
4492,34,55173,702,0,1,0,331038,36
4493,36,68095,669,0,1,0,408570,12
4494,52,102090,598,1,1,0,714630,36
4495,62,11473,628,3,0,1,69300,36
4496,32,53541,794,2,1,0,428328,36
4497,54,162154,587,3,1,0,972924,24
4498,25,30877,540,1,1,0,185262,30
4499,27,27988,668,2,1,0,167928,12
4500,30,16542,545,1,0,1,78705,18
4501,25,34656,627,2,1,0,242592,36
4502,25,34185,599,4,1,1,170925,36
4503,46,174440,600,4,1,1,1221080,36
4504,39,82387,705,3,1,0,659096,18
4505,46,104236,720,5,1,0,729652,36
4506,50,106286,635,0,1,0,744002,24
4507,45,65585,692,2,1,0,393510,36
4508,49,167505,631,1,1,0,1172535,30
4509,41,68927,732,1,1,0,551416,12
4510,27,27183,581,1,1,1,163098,36
4511,54,116198,713,2,1,1,697188,24
4512,34,58919,719,1,1,0,471352,24
4513,30,36184,886,2,1,0,289472,24
4514,39,69372,559,4,1,1,416232,36
4515,31,22540,900,5,0,1,95953,18
4516,36,26163,760,2,0,1,95181,18
4517,46,107343,846,0,1,0,751401,18
4518,46,115678,772,4,1,0,925424,30
4519,31,21455,624,3,0,1,97315,12
4520,36,68764,752,1,1,0,481348,36
4521,54,161823,646,2,1,0,809115,24
4522,47,160493,692,2,1,0,1123451,24
4523,66,93656,606,3,1,0,374624,12
4524,56,109861,645,3,1,0,769027,36
4525,55,116980,771,4,1,0,701880,30
4526,25,30896,735,2,1,1,185376,36
4527,51,177992,781,2,1,0,1423936,36
4528,41,66288,588,5,1,0,397728,30
4529,35,21985,550,1,0,0,73102,12
4530,44,27661,788,5,0,0,91172,36
4531,53,105183,782,0,1,0,736281,12
4532,48,115862,716,3,1,0,695172,30
4533,31,62663,733,0,1,0,501304,30
4534,50,103479,769,1,1,0,827832,12
4535,34,55639,714,1,1,0,445112,30
4536,44,26642,742,5,0,1,93835,30
4537,38,83190,765,2,1,1,499140,18
4538,39,65788,692,1,1,0,328940,24
4539,51,108138,672,0,1,0,540690,24
4540,29,39108,730,2,1,0,273756,12
4541,65,73417,881,1,1,0,440502,36
4542,25,26245,632,2,1,0,131225,12
4543,34,53283,665,0,1,0,319698,30
4544,46,171013,559,4,1,0,1026078,18
4545,49,28171,734,2,0,1,123753,12
4546,40,68736,657,3,1,0,412416,30
4547,41,68997,587,1,1,0,413982,36
4548,46,176387,694,1,1,0,881935,18
4549,39,80894,819,3,1,0,485364,36
4550,58,102595,671,2,1,0,615570,30
4551,52,168736,679,1,1,0,1181152,18
4552,52,118406,816,2,1,0,947248,12
4553,30,37314,699,3,1,0,186570,24
4554,41,72040,603,1,1,0,504280,24
4555,38,68752,755,1,1,0,412512,36
4556,29,34020,789,3,1,1,238140,30
4557,46,119408,683,2,1,1,597040,36
4558,35,52450,710,5,1,0,367150,24
4559,49,141716,595,2,1,0,992012,36
4560,29,38568,630,3,1,1,192840,30
4561,62,70710,673,0,1,0,282840,12
4562,31,46704,706,2,1,0,326928,36
4563,44,66204,650,1,1,0,463428,36
4564,51,116358,670,3,1,0,814506,30
4565,35,48491,690,4,1,0,290946,18
4566,52,175355,620,3,1,0,876775,24
4567,27,28079,678,3,1,1,168474,30
4568,59,115674,792,0,1,0,694044,30
4569,42,83601,652,1,1,0,418005,18
4570,34,45752,627,1,1,0,228760,30
4571,38,27189,866,1,0,0,88019,24
4572,51,29485,718,4,0,1,128295,24
4573,34,61467,638,2,1,0,307335,18
4574,33,47315,751,0,1,0,283890,36
4575,39,27861,720,4,0,1,61947,30
4576,27,23029,654,2,1,0,138174,24
4577,63,73244,696,2,1,1,366220,24
4578,35,16701,676,4,0,0,68770,24
4579,51,144082,779,3,1,0,864492,36
4580,44,73905,754,2,1,0,443430,36
4581,30,38072,528,2,1,1,190360,36
4582,41,69377,852,1,1,0,416262,30
4583,51,29222,676,2,0,0,88828,18
4584,39,69816,837,3,1,0,488712,36
4585,56,129344,757,5,1,0,776064,12
4586,54,114015,719,5,1,0,798105,18
4587,53,145118,692,1,1,0,1015826,12
4588,36,66166,900,1,1,1,463162,12
4589,29,37001,678,0,1,0,185005,36
4590,34,55353,646,2,1,0,276765,30
4591,44,26766,653,1,0,0,122179,24
4592,48,178917,700,2,1,0,1252419,30
4593,25,33669,699,1,1,0,202014,24
4594,41,68546,780,0,1,0,548368,36
4595,43,67189,760,4,1,0,470323,36
4596,38,81240,760,2,1,0,487440,18
4597,57,119928,681,1,1,0,839496,12
4598,47,111384,754,2,1,0,891072,12
4599,57,118190,762,1,1,0,827330,36
4600,39,80971,693,1,1,0,404855,24
4601,53,148976,722,2,1,0,1042832,18
4602,61,84387,762,3,1,0,506322,30
4603,57,134678,716,1,1,0,808068,24
4604,28,21331,724,2,1,0,149317,18
4605,38,65511,812,3,1,0,393066,12
4606,37,27990,717,1,0,0,73136,36
4607,47,111916,651,1,1,1,671496,18
4608,50,147010,592,0,1,0,1029070,30
4609,31,62130,709,2,1,0,434910,18
4610,42,68828,673,0,1,0,412968,12
4611,25,17975,764,2,0,0,53462,18
4612,59,21650,826,0,0,0,93544,36
4613,35,47921,617,2,1,0,287526,12
4614,42,65560,629,2,1,0,458920,30
4615,38,27492,698,5,0,1,95846,30
4616,55,117240,636,2,1,0,820680,36
4617,25,33130,682,3,1,0,165650,30
4618,41,66627,657,3,1,0,333135,18
4619,40,67047,619,1,1,0,469329,18
4620,36,27108,766,2,0,0,81929,18
4621,62,12042,706,1,0,0,97955,24
4622,31,51187,846,1,1,0,358309,18
4623,51,165264,728,1,1,0,991584,18
4624,46,109585,803,1,1,0,876680,12
4625,57,109556,641,5,1,0,766892,24
4626,33,53801,640,3,1,1,322806,30
4627,33,49843,877,0,1,0,348901,18
4628,55,163112,651,1,1,0,1141784,24
4629,47,108608,624,0,1,0,760256,36
4630,25,24703,606,2,1,0,172921,18
4631,35,52526,853,2,1,1,420208,24
4632,46,107374,678,1,1,0,751618,24
4633,52,113566,732,3,1,1,908528,36
4634,33,47953,712,2,1,0,287718,36
4635,25,22785,642,2,1,1,113925,36
4636,48,110958,676,1,1,1,776706,36
4637,27,22072,767,1,1,0,132432,36
4638,25,22500,601,0,1,0,112500,24
4639,25,15106,753,4,0,0,60753,36
4640,51,106581,814,2,1,0,746067,24
4641,43,65654,723,2,1,1,393924,30
4642,39,70825,806,1,1,1,566600,30
4643,58,124021,590,4,1,1,868147,30
4644,49,154414,553,2,1,0,1080898,36
4645,61,73586,719,4,1,0,367930,24
4646,25,13355,653,0,0,0,86477,36
4647,41,27226,770,3,0,1,100409,18
4648,25,13015,675,4,0,1,80390,24
4649,39,26003,711,3,0,0,68950,12
4650,39,69733,706,5,1,0,557864,24
4651,49,107591,709,1,1,0,860728,18
4652,42,65114,656,3,1,1,325570,24
4653,49,159148,590,1,1,0,795740,24
4654,50,151856,682,2,1,0,1062992,12
4655,67,11912,816,2,0,0,102021,24
4656,38,76396,651,0,1,0,458376,12
4657,30,39433,650,4,1,1,197165,18
4658,44,65762,712,1,1,0,460334,36
4659,32,56107,605,3,1,1,336642,12
4660,59,105794,780,0,1,0,846352,36
4661,38,27729,613,3,0,1,60563,24
4662,35,60190,676,3,1,0,300950,36
4663,36,69982,900,2,1,0,489874,24
4664,50,29220,608,1,0,1,110213,36
4665,40,69039,817,0,1,0,483273,30
4666,34,50213,709,2,1,1,351491,36
4667,61,94722,720,2,1,1,568332,18
4668,31,62090,635,5,1,0,372540,12
4669,42,27470,763,4,0,1,139251,30
4670,49,153062,670,3,1,0,1071434,36
4671,25,22408,608,0,1,0,156856,24
4672,47,158935,816,4,1,0,1271480,30
4673,29,39252,669,0,1,0,235512,36
4674,51,104729,551,1,1,0,733103,30
4675,30,39621,678,2,1,0,237726,12
4676,50,117303,764,2,1,0,703818,18
4677,55,110679,751,1,1,0,774753,18
4678,52,115462,648,3,1,0,577310,18
4679,45,68147,621,2,1,1,477029,12
4680,39,26249,590,1,0,1,90826,18
4681,35,47918,698,4,1,0,239590,36
4682,59,106839,712,5,1,0,854712,18
4683,33,50161,756,5,1,0,300966,24
4684,29,35671,688,1,1,0,249697,18
4685,49,142031,685,3,1,0,710155,30
4686,32,62980,677,3,1,0,377880,18
4687,30,35211,712,4,1,1,246477,12
4688,25,32929,689,1,1,0,164645,24
4689,36,68600,775,3,1,0,411600,24
4690,41,26927,724,2,0,0,97972,18
4691,44,65197,708,3,1,0,521576,24
4692,53,117903,696,5,1,0,707418,36
4693,48,107344,624,1,1,1,751408,18
4694,39,69529,699,1,1,0,347645,36
4695,39,65420,648,1,1,1,392520,36
4696,48,151193,727,2,1,0,1058351,36
4697,57,139276,683,5,1,1,835656,18
4698,43,75656,833,2,1,0,529592,18
4699,36,67515,599,2,1,0,472605,18
4700,30,38797,451,3,1,0,232782,30
4701,25,33205,721,1,1,1,199230,12
4702,49,178083,648,2,1,0,1068498,24
4703,48,176530,712,1,1,0,1412240,18
4704,48,105425,601,2,1,0,737975,36
4705,40,81516,852,2,1,0,652128,30
4706,58,120700,669,2,1,0,844900,30
4707,36,66451,643,2,1,1,398706,18
4708,53,104742,851,1,1,0,628452,30
4709,41,69435,767,1,1,0,486045,24
4710,34,50564,811,3,1,0,353948,24
4711,49,160226,686,2,1,0,1121582,12
4712,46,142017,703,5,1,1,994119,12
4713,46,106962,652,2,1,0,534810,30
4714,42,66010,642,2,1,0,396060,24
4715,41,66495,731,2,1,0,465465,30
4716,70,74955,670,1,1,0,299820,12
4717,56,120869,877,2,1,0,846083,12
4718,50,104680,767,1,1,0,732760,30
4719,43,66373,850,3,1,0,398238,30
4720,54,114237,521,2,1,0,571185,36
4721,48,28260,851,1,0,1,94156,12
4722,42,65760,509,0,1,0,394560,24
4723,38,67328,599,2,1,0,403968,30
4724,41,69986,559,3,1,1,419916,18
4725,25,30574,719,0,1,0,183444,30
4726,44,68099,698,1,1,0,340495,18
4727,36,84070,763,0,1,0,504420,30
4728,61,73346,692,1,1,0,366730,36
4729,42,66380,798,2,1,0,531040,12
4730,27,27804,625,5,1,1,139020,12
4731,41,68170,799,1,1,0,477190,36
4732,29,13432,697,3,0,1,69378,12
4733,47,114732,888,0,1,0,917856,24
4734,45,70318,769,3,1,0,492226,24
4735,53,29530,675,1,0,0,86318,30
4736,32,46043,697,2,1,0,230215,30
4737,42,77751,619,1,1,0,388755,36
4738,25,22240,728,3,1,0,133440,18
4739,50,142527,675,2,1,0,997689,18
4740,48,170607,757,2,1,0,1364856,24
4741,47,146794,592,1,1,0,880764,18
4742,42,81599,673,2,1,0,571193,18
4743,46,108911,607,2,1,0,762377,36
4744,61,99542,612,2,1,0,398168,36
4745,38,72023,748,1,1,0,504161,24
4746,43,66471,789,1,1,0,531768,24
4747,28,11446,513,0,0,0,41494,12
4748,31,53216,848,1,1,0,372512,24
4749,43,27893,812,3,0,1,89510,18
4750,55,114984,592,1,1,0,689904,12
4751,38,69586,766,2,1,0,556688,24
4752,39,67946,663,0,1,0,407676,36
4753,37,80433,692,2,1,0,563031,18
4754,35,50512,748,1,1,0,404096,36
4755,45,68030,738,3,1,0,476210,36
4756,25,30014,654,1,1,0,180084,18
4757,57,107054,653,4,1,0,535270,24
4758,34,16045,658,2,0,1,92950,12
4759,50,111028,791,5,1,0,777196,12
4760,26,32076,551,5,1,1,224532,12
4761,50,108859,687,3,1,1,653154,24
4762,50,160107,825,1,1,0,1280856,12
4763,46,28637,756,0,0,0,131397,36
4764,30,34552,784,2,1,0,276416,12
4765,44,73431,688,2,1,0,440586,36
4766,27,24686,606,2,1,1,148116,24
4767,38,68783,704,2,1,0,481481,24
4768,54,28264,644,2,0,1,117549,36
4769,51,29604,878,2,0,0,105031,24
4770,42,80489,687,0,1,0,563423,36
4771,30,11738,750,0,0,0,106709,18
4772,49,169540,836,3,1,0,1017240,24
4773,42,73824,612,4,1,0,369120,12
4774,25,30600,517,3,1,0,153000,30
4775,51,172729,739,1,1,1,1381832,36
4776,41,68272,754,1,1,0,409632,24
4777,56,121977,666,2,1,0,609885,18
4778,28,33577,607,0,1,0,235039,36
4779,25,21573,724,1,1,0,172584,30
4780,45,84554,698,5,1,1,422770,18
4781,45,67522,725,3,1,0,540176,24
4782,25,34458,609,2,1,0,172290,18
4783,30,37017,725,1,1,0,296136,18
4784,70,91775,765,2,1,0,550650,18
4785,38,68448,579,0,1,0,479136,30
4786,50,111011,816,2,1,0,777077,24
4787,34,48830,720,2,1,0,390640,12
4788,25,20720,768,5,1,0,145040,30
4789,39,78911,597,0,1,0,394555,36
4790,38,80868,754,5,1,0,566076,36
4791,37,69750,568,5,1,1,488250,18
4792,40,68653,624,2,1,1,411918,30
4793,45,66232,721,3,1,0,397392,18
4794,40,65715,677,1,1,0,460005,36
4795,26,31237,702,4,1,0,218659,24
4796,47,165209,854,3,1,0,1156463,30
4797,25,21311,700,0,1,0,149177,18
4798,25,31780,756,4,1,0,222460,36
4799,50,104756,694,2,1,0,523780,24
4800,48,156543,692,3,1,0,939258,18
4801,41,67345,621,1,1,1,404070,12
4802,25,20698,729,3,1,0,144886,30
4803,33,57673,900,0,1,0,461384,36
4804,38,65662,707,2,1,0,459634,24
4805,25,13601,678,1,0,1,67936,30
4806,33,61687,791,3,1,0,370122,18
4807,49,103973,781,2,1,0,623838,36
4808,59,109175,735,3,1,0,655050,36
4809,36,66881,675,3,1,0,468167,12
4810,51,148001,791,1,1,0,1036007,36
4811,25,29056,709,5,1,0,174336,36
4812,49,172936,773,1,1,0,1037616,24
4813,32,16604,634,1,0,0,104484,30
4814,45,27526,653,1,0,1,111051,30
4815,39,67692,707,2,1,0,541536,24
4816,57,20471,601,0,0,0,74677,12
4817,31,59649,670,1,1,0,417543,36
4818,49,152586,597,3,1,0,762930,12
4819,38,65207,576,2,1,0,326035,24
4820,40,65723,894,2,1,0,460061,24
4821,39,67483,651,2,1,0,404898,24
4822,31,55143,658,3,1,0,275715,36
4823,41,67464,706,2,1,0,404784,24
4824,41,67853,615,0,1,0,339265,36
4825,44,65515,659,2,1,0,393090,30
4826,43,26525,846,5,0,1,120761,12
4827,51,28537,728,4,0,0,132108,18
4828,53,147473,778,3,1,0,1179784,18
4829,29,33370,825,2,1,1,233590,30
4830,52,160748,716,1,1,0,1285984,24
4831,27,20599,682,1,1,0,123594,18
4832,49,29223,585,0,0,0,123159,18
4833,49,106438,669,2,1,0,638628,30
4834,25,26802,687,2,1,0,134010,30
4835,43,69676,635,2,1,0,487732,12
4836,36,65503,823,1,1,0,393018,12
4837,32,55585,788,2,1,0,389095,36
4838,58,100829,778,2,1,0,604974,18
4839,34,50483,690,1,1,0,302898,18
4840,32,49250,617,4,1,0,295500,30
4841,42,70789,806,4,1,0,566312,30
4842,50,101007,726,1,1,0,606042,24
4843,40,68992,761,4,1,0,551936,36
4844,55,101664,749,3,1,1,609984,30
4845,48,119880,724,0,1,0,839160,30
4846,25,32385,859,0,1,0,259080,24
4847,35,46283,647,5,1,1,323981,30
4848,35,51573,675,3,1,0,257865,30
4849,47,117926,831,1,1,0,943408,18
4850,25,28310,706,2,1,0,198170,24
4851,70,99693,689,4,1,0,398772,36
4852,48,28405,679,2,0,1,109215,30
4853,43,84757,754,5,1,0,678056,36
4854,56,20786,681,1,0,0,108331,24
4855,70,85295,672,4,1,0,426475,18
4856,52,159629,753,0,1,0,1117403,30
4857,53,28191,707,2,0,0,91559,18
4858,43,68565,619,2,1,0,342825,30
4859,40,66625,702,1,1,0,533000,30
4860,36,74775,811,1,1,0,448650,24
4861,32,52599,761,2,1,0,420792,24
4862,33,50133,821,2,1,0,401064,30
4863,25,25872,641,3,1,0,129360,30
4864,41,65703,785,0,1,0,394218,30
4865,25,27982,648,2,1,0,167892,18
4866,44,68527,601,1,1,1,479689,36
4867,41,77378,635,1,1,1,464268,30
4868,43,27979,710,4,0,0,106567,12
4869,35,48160,782,0,1,0,337120,24
4870,70,72665,724,5,1,0,363325,36
4871,58,103766,687,0,1,0,622596,12
4872,27,14096,617,1,0,1,87852,18
4873,44,68789,756,5,1,0,481523,12
4874,34,47318,777,5,1,1,331226,30
4875,29,37557,723,2,1,0,300456,24
4876,25,25010,615,2,1,1,150060,36
4877,47,149744,764,4,1,0,1197952,12
4878,33,54940,798,3,1,0,439520,18
4879,53,159024,822,2,1,0,1113168,30
4880,53,111168,664,5,1,0,778176,12
4881,58,105579,734,0,1,0,844632,24
4882,31,56310,657,3,1,1,394170,24
4883,47,149212,626,2,1,0,746060,24
4884,49,102873,826,1,1,0,617238,12
4885,36,69249,745,3,1,1,415494,24
4886,32,59282,803,3,1,0,414974,30
4887,61,85738,602,2,1,0,428690,18
4888,44,67864,723,0,1,0,407184,24
4889,49,140100,740,3,1,0,1120800,18
4890,32,59361,633,1,1,0,356166,30
4891,27,29723,819,2,1,0,178338,18
4892,35,61741,680,3,1,0,308705,12
4893,40,67025,736,0,1,0,536200,18
4894,29,38477,655,1,1,0,230862,18
4895,41,79667,604,2,1,1,398335,12
4896,25,16605,773,1,0,0,57143,30
4897,28,29591,730,1,1,0,236728,24
4898,50,169259,718,3,1,1,1354072,36
4899,49,146073,677,4,1,0,876438,12
4900,37,78569,728,3,1,1,471414,12
4901,29,37864,801,2,1,0,265048,24
4902,29,35744,645,2,1,0,178720,24
4903,37,83973,744,5,1,1,587811,12
4904,49,168930,716,3,1,0,1182510,12
4905,53,29052,685,0,0,0,90522,18
4906,36,71191,568,3,1,0,355955,18
4907,28,12044,699,2,0,0,63328,36
4908,45,72407,753,1,1,0,579256,24
4909,32,59391,725,3,1,0,475128,12
4910,35,54932,584,1,1,0,274660,30
4911,57,21696,799,4,0,1,127077,30
4912,51,29587,831,2,0,1,95505,12
4913,43,66046,691,1,1,0,396276,30
4914,26,20518,884,3,1,0,123108,30
4915,44,26161,633,1,0,0,111835,12
4916,54,100425,598,1,1,0,602550,30
4917,37,65652,618,1,1,1,459564,24
4918,58,111787,719,3,1,0,670722,30
4919,57,137525,557,1,1,0,962675,24
4920,61,93534,675,1,1,0,467670,30
4921,45,77619,900,0,1,0,465714,30
4922,49,154096,579,2,1,1,770480,12
4923,58,20245,656,1,0,0,96579,12
4924,47,142406,617,3,1,0,712030,30
4925,35,57605,677,2,1,0,403235,18
4926,36,77842,672,1,1,0,389210,18
4927,44,26167,646,3,0,0,115273,36
4928,26,25781,687,1,1,0,180467,36
4929,40,65655,750,1,1,0,525240,30
4930,55,173051,810,2,1,0,1384408,18
4931,25,21145,677,2,1,0,126870,36
4932,60,90634,700,1,1,0,543804,30
4933,55,114200,737,2,1,0,799400,24
4934,36,74554,601,1,1,0,521878,30
4935,48,164892,687,1,1,0,824460,24
4936,42,69625,659,1,1,0,348125,30
4937,56,123850,776,2,1,0,743100,36
4938,53,116792,840,1,1,0,934336,18
4939,25,33423,637,0,1,0,233961,18
4940,49,145200,802,2,1,0,1161600,24
4941,39,27471,583,3,0,1,96687,36
4942,42,78627,716,2,1,0,550389,12
4943,33,59246,720,4,1,1,473968,24
4944,62,70087,581,0,1,0,280348,30
4945,54,112458,633,1,1,0,674748,12
4946,33,48434,625,0,1,0,290604,18
4947,25,30807,595,1,1,1,215649,30
4948,37,79987,486,3,1,0,399935,36
4949,47,113503,683,3,1,0,681018,24
4950,44,75673,693,2,1,0,378365,18
4951,57,108581,692,1,1,0,542905,18
4952,51,109350,761,1,1,0,656100,36
4953,53,152259,544,1,1,0,761295,30
4954,45,68059,669,4,1,0,340295,12
4955,25,26065,900,2,1,1,182455,18
4956,39,80428,770,3,1,0,643424,18
4957,54,175219,771,0,1,0,1401752,30
4958,41,27814,618,1,0,0,110722,12
4959,48,172775,684,0,1,0,1036650,18
4960,38,65380,516,1,1,0,326900,12
4961,29,11272,746,3,0,1,48500,30
4962,40,66068,812,2,1,0,528544,18
4963,45,71725,584,3,1,0,502075,24
4964,34,62168,607,5,1,1,435176,12
4965,39,67046,697,3,1,0,402276,12
4966,30,35584,712,0,1,0,249088,30
4967,55,111842,656,2,1,0,559210,12
4968,38,65546,634,4,1,0,458822,36
4969,59,102129,635,1,1,0,612774,24
4970,60,8412,696,1,0,0,53885,36
4971,41,70421,746,1,1,1,492947,30
4972,29,36366,696,3,1,1,254562,12
4973,25,17576,688,0,0,0,81729,24
4974,25,23691,559,5,1,0,142146,12
4975,25,26154,769,1,1,0,209232,36
4976,58,21553,695,2,0,1,94476,12
4977,43,78476,665,1,1,0,470856,24
4978,46,157369,720,1,1,0,1258952,24
4979,25,27693,632,2,1,0,193851,12
4980,27,20531,666,2,1,0,102655,24
4981,52,103093,708,1,1,0,824744,12
4982,45,80877,645,2,1,0,566139,24
4983,40,66657,568,1,1,1,333285,24
4984,48,119424,555,1,1,0,597120,36
4985,61,73889,735,2,1,0,443334,18
4986,39,69338,697,1,1,0,346690,24
4987,42,27657,694,4,0,1,106236,12
4988,44,79192,607,1,1,0,395960,24
4989,70,74306,698,1,1,0,371530,30
4990,25,30843,667,2,1,0,154215,18
4991,50,152453,651,1,1,0,762265,24
4992,40,84042,693,1,1,1,588294,24
4993,48,29448,723,3,0,1,99515,24
4994,34,50808,839,1,1,0,304848,36
4995,41,69736,745,2,1,0,488152,30
4996,50,103089,768,3,1,0,721623,36
4997,70,89423,788,2,1,0,447115,12
4998,51,166975,638,0,1,0,1001850,30
4999,31,48188,674,1,1,0,337316,30
5000,32,19523,363,3,0,0,97615,12
5001,70,13433,334,0,0,0,53732,36
5002,53,29201,400,3,0,0,116804,30
5003,26,17421,342,3,0,0,69684,24
5004,52,29260,345,3,0,0,117040,30
5005,49,29392,308,3,0,0,117568,36
5006,64,14926,310,3,0,0,44778,18
5007,57,21644,333,0,0,0,108220,24
5008,40,26005,384,0,0,0,104020,30
5009,32,19775,312,0,0,0,98875,18
5010,46,28851,302,1,0,0,144255,36
5011,54,29303,375,1,0,0,117212,12
5012,27,14279,365,0,0,0,71395,18
5013,43,26328,310,3,0,0,105312,30
5014,27,11100,321,2,0,0,55500,36
5015,64,13259,336,1,0,0,39777,24
5016,66,8311,325,2,0,0,24933,24
5017,51,28636,342,0,0,0,114544,36
5018,25,10547,374,0,0,0,52735,18
5019,63,14256,315,1,0,0,42768,12
5020,64,14849,361,1,0,0,59396,24
5021,41,27051,313,0,0,0,108204,36
5022,32,20627,385,1,0,0,103135,12
5023,52,28161,378,3,0,0,140805,24
5024,38,27369,400,2,0,0,136845,36
5025,67,8830,357,1,0,0,35320,30
5026,29,13455,303,1,0,0,67275,36
5027,51,29110,370,1,0,0,145550,12
5028,32,16268,376,2,0,0,81340,30
5029,29,14668,328,0,0,0,58672,18
5030,36,27998,363,0,0,0,111992,12
5031,48,29013,309,0,0,0,145065,30
5032,53,29563,376,0,0,0,118252,18
5033,25,13651,382,1,0,0,68255,12
5034,25,10038,349,0,0,0,50190,30
5035,51,29897,340,1,0,0,119588,24
5036,32,15408,344,1,0,0,61632,18
5037,68,11536,340,3,0,0,46144,18
5038,37,27614,372,3,0,0,138070,30
5039,25,10376,380,0,0,0,51880,36
5040,63,12276,310,3,0,0,36828,24
5041,31,24637,305,1,0,0,98548,30
5042,69,10878,305,2,0,0,32634,30
5043,50,29547,309,3,0,0,147735,36
5044,33,23927,400,1,0,0,119635,30
5045,52,28240,375,2,0,0,141200,24
5046,37,27079,319,1,0,0,135395,12
5047,41,27488,368,1,0,0,109952,18
5048,48,29918,358,0,0,0,119672,30
5049,57,21240,347,2,0,0,106200,36
5050,61,14551,302,3,0,0,43653,30
5051,68,11165,364,1,0,0,44660,30
5052,47,28788,364,1,0,0,115152,24
5053,25,16586,351,0,0,0,66344,18
5054,40,27288,325,1,0,0,136440,12
5055,56,21384,382,0,0,0,85536,30
5056,32,21146,335,1,0,0,84584,30
5057,35,21995,368,1,0,0,87980,24
5058,61,9151,373,0,0,0,36604,12
5059,67,14205,313,0,0,0,42615,12
5060,35,21223,377,1,0,0,84892,12
5061,48,28943,336,0,0,0,144715,36
5062,68,9772,398,0,0,0,29316,12
5063,36,26690,366,1,0,0,133450,30
5064,63,14627,378,2,0,0,58508,12
5065,34,23114,344,0,0,0,115570,18
5066,58,21775,337,3,0,0,87100,12
5067,35,15110,313,2,0,0,60440,18
5068,53,28334,390,3,0,0,113336,18
5069,53,28942,378,2,0,0,144710,30
5070,41,27426,312,0,0,0,109704,12
5071,67,9042,385,3,0,0,36168,36
5072,60,12076,328,1,0,0,36228,30
5073,28,14537,353,3,0,0,72685,30
5074,59,21145,350,0,0,0,84580,12
5075,35,21712,333,0,0,0,86848,18
5076,62,10364,322,3,0,0,41456,18
5077,60,10086,312,3,0,0,30258,24
5078,60,10845,388,2,0,0,43380,12
5079,47,28980,400,0,0,0,144900,18
5080,51,29383,396,0,0,0,146915,24
