age,income,credit_score,existing_loans,employed,default,loan_amount,loan_tenure_months
52,177907,748,1,1,1,1067442,36
34,55202,860,1,1,0,386414,36
35,55779,542,0,1,0,334674,36
28,13276,695,2,0,1,65265,36
47,148066,599,1,1,0,888396,36
51,104200,701,2,1,0,833600,36
47,163934,637,1,1,0,819670,36
62,73356,679,2,1,0,366780,36
41,68932,630,2,1,0,482524,36
50,111443,712,1,1,0,668658,36
28,14596,785,1,0,1,77556,36
37,71544,670,0,1,0,357720,36
50,104410,814,4,1,0,626460,36
52,169074,783,4,1,0,1014444,36
38,27920,862,2,0,1,78947,36
41,70476,732,2,1,0,563808,36
25,32857,695,2,1,0,229999,36
37,74759,573,3,1,1,523313,36
52,104050,637,1,1,0,624300,36
48,100720,683,3,1,0,705040,36
48,112702,692,3,1,0,676212,36
42,26930,887,0,0,0,133152,36
42,67409,683,4,1,0,404454,36
34,59199,558,1,1,0,414393,36
50,29047,753,3,0,1,108044,36
47,102515,748,2,1,0,820120,36
47,167548,663,3,1,0,1172836,36
35,57671,870,1,1,0,346026,36
25,32892,548,0,1,0,197352,36
55,147667,799,2,1,0,1033669,36
36,66275,676,0,1,0,331375,36
31,62510,623,0,1,0,437570,36
50,28347,892,2,0,0,131555,36
37,65398,758,2,1,0,457786,36
54,113507,676,3,1,0,567535,36
49,110419,674,2,1,1,662514,36
50,140802,722,2,1,0,1126416,36
25,30958,663,3,1,0,185748,36
56,110823,803,1,1,0,775761,36
45,67004,707,2,1,0,469028,36
37,74059,781,2,1,0,444354,36
43,27213,716,3,0,0,135466,36
25,29573,769,2,1,1,236584,36
46,28076,807,3,0,0,141993,36
29,35803,834,3,1,0,214818,36
25,27581,739,2,1,0,220648,36
25,27583,630,0,1,0,165498,36
55,28748,686,3,0,0,96202,36
34,47050,697,3,1,0,235250,36
60,73879,654,3,1,0,369395,36
35,56757,640,2,1,0,397299,36
25,27763,713,2,1,0,222104,36
28,10915,621,2,0,0,57154,36
56,103673,605,3,1,0,725711,36
40,68702,564,2,1,1,343510,36
35,61091,738,1,1,0,488728,36
43,67091,727,3,1,0,536728,36
48,28222,674,2,0,0,127175,36
55,105118,779,2,1,0,840944,36
59,119597,620,2,1,0,717582,36
37,66550,730,3,1,0,465850,36
26,26159,704,0,1,0,183113,36
37,65998,640,0,1,0,329990,36
45,68210,660,1,1,0,409260,36
30,33799,654,1,1,0,168995,36
30,10673,720,1,0,1,90992,36
46,107382,747,5,1,0,644292,36
41,82916,665,1,1,0,497496,36
42,78423,643,1,1,0,470538,36
32,60673,710,2,1,0,424711,36
39,27450,567,2,0,1,89474,36
30,39349,702,0,1,0,236094,36
52,113782,824,5,1,0,910256,36
54,110134,643,1,1,0,770938,36
25,26229,685,1,1,0,157374,36
30,33001,781,5,1,0,264008,36
25,25645,760,2,1,0,205160,36
34,55895,704,2,1,0,391265,36
40,76202,695,1,1,0,381010,36
25,34526,601,2,1,0,241682,36
30,33954,739,1,1,0,237678,36
29,38848,592,4,1,0,194240,36
44,68931,534,2,1,0,344655,36
42,68934,780,0,1,0,551472,36
33,45841,730,2,1,0,275046,36
44,66836,770,2,1,0,534688,36
35,50650,641,2,1,1,303900,36
38,72638,737,2,1,0,508466,36
62,14320,664,0,0,0,62333,36
58,107343,673,2,1,0,536715,36
26,20997,777,2,1,0,125982,36
51,162185,688,1,1,0,1135295,36
51,154521,644,0,1,0,927126,36
28,30301,590,1,1,0,212107,36
51,176133,728,0,1,0,1232931,36
60,12717,784,3,0,1,100826,36
28,12966,637,3,0,0,52161,36
30,37120,755,3,1,1,222720,36
54,100098,624,1,1,0,600588,36
45,66829,759,0,1,0,467803,36
48,28934,702,3,0,0,132872,36
46,157277,721,2,1,0,1100939,36
46,176307,644,0,1,0,881535,36
26,22792,728,4,1,1,136752,36
54,147149,652,3,1,0,735745,36
56,127902,666,1,1,0,895314,36
39,66756,578,1,1,1,400536,36
41,66271,638,2,1,0,397626,36
25,34010,657,1,1,0,238070,36
48,111386,725,1,1,0,668316,36
48,159282,747,2,1,0,1274256,36
41,69810,651,2,1,1,488670,36
55,177781,686,4,1,0,1244467,36
37,26360,834,0,0,0,62924,36
48,178587,710,3,1,0,1428696,36
29,35822,657,2,1,0,214932,36
41,68121,565,1,1,1,476847,36
39,68886,631,1,1,1,413316,36
44,26016,628,5,0,1,81778,36
37,66541,858,2,1,0,399246,36
40,69895,632,4,1,0,349475,36
51,117220,704,2,1,1,937760,36
36,65202,729,4,1,0,456414,36
25,33681,788,2,1,0,202086,36
62,70097,700,0,1,0,420582,36
58,127148,659,1,1,0,890036,36
26,17560,653,0,0,0,80531,36
50,111889,728,1,1,0,671334,36
35,55370,645,1,1,0,332220,36
45,82047,611,2,1,1,492282,36
45,26643,659,1,0,0,98449,36
39,66183,594,1,1,0,397098,36
32,49580,848,1,1,0,297480,36
33,16285,747,2,0,1,105461,36
31,50444,829,3,1,0,302664,36
32,49603,738,1,1,0,347221,36
41,69917,821,0,1,0,559336,36
33,61347,729,3,1,0,490776,36
50,119293,758,3,1,0,835051,36
59,101898,529,5,1,0,509490,36
35,56899,626,2,1,0,341394,36
44,27794,702,2,0,0,128286,36
47,117833,704,4,1,1,824831,36
47,109978,693,1,1,0,549890,36
42,68517,736,2,1,0,548136,36
50,170697,739,2,1,0,1365576,36
47,178434,769,1,1,0,1249038,36
27,15527,753,0,0,0,45667,36
52,109238,796,3,1,0,873904,36
52,175953,796,5,1,0,1055718,36
32,24431,713,2,0,0,63324,36
42,81682,866,2,1,0,571774,36
50,174232,808,2,1,0,1219624,36
39,26788,635,3,0,0,103913,36
54,109021,731,4,1,0,654126,36
70,73977,552,0,1,0,295908,36
32,59168,566,1,1,1,355008,36
25,23927,660,0,1,0,143562,36
45,66043,629,3,1,1,462301,36
50,167313,660,0,1,0,1171191,36
39,69350,726,2,1,0,416100,36
59,123207,798,5,1,0,862449,36
25,12265,793,2,0,1,53004,36
50,176236,733,2,1,0,1409888,36
34,60506,613,0,1,0,302530,36
62,95444,655,1,1,0,381776,36
65,98120,750,0,1,0,588720,36
32,52442,633,3,1,1,314652,36
35,55810,598,1,1,0,334860,36
52,28047,739,3,0,1,116565,36
37,73567,696,2,1,0,367835,36
41,27709,683,0,0,0,80406,36
42,67176,788,3,1,0,537408,36
25,21395,787,2,1,0,171160,36
41,68559,842,4,1,1,411354,36
33,49866,647,1,1,0,249330,36
36,70632,734,0,1,0,494424,36
59,102492,701,3,1,0,614952,36
26,32119,727,1,1,0,256952,36
51,160372,609,1,1,0,962232,36
38,65200,587,1,1,0,391200,36
38,79742,696,1,1,1,558194,36
51,114726,632,2,1,0,688356,36
46,109766,775,2,1,0,768362,36
48,177883,579,1,1,0,1245181,36
53,115215,586,1,1,0,691290,36
38,66475,666,1,1,0,465325,36
34,59014,576,2,1,1,295070,36
28,10173,834,2,0,0,49875,36
32,55917,685,2,1,1,391419,36
70,11520,651,3,0,0,81559,36
56,132316,737,5,1,0,926212,36
25,25187,770,2,1,1,151122,36
26,20284,716,4,1,0,121704,36
47,142738,694,3,1,0,713690,36
48,167244,621,4,1,0,1170708,36
48,164542,750,2,1,0,1316336,36
38,72068,813,2,1,0,576544,36
40,65818,682,5,1,1,394908,36
45,65809,632,1,1,0,394854,36
43,65884,714,3,1,0,461188,36
25,24043,700,5,1,1,192344,36
39,27150,602,3,0,1,62688,36
31,24227,659,1,0,0,116926,36
44,26553,843,3,0,0,124974,36
70,83275,592,0,1,0,416375,36
46,169467,644,3,1,1,847335,36
38,27579,624,1,0,1,77063,36
53,162477,631,1,1,0,812385,36
47,114146,664,1,1,0,570730,36
47,110340,735,4,1,0,882720,36
49,115810,804,2,1,0,810670,36
66,72328,716,1,1,0,361640,36
28,13150,645,2,0,1,53734,36
47,146042,823,0,1,0,1168336,36
30,34905,534,4,1,1,174525,36
48,141149,753,3,1,0,846894,36
30,34360,617,3,1,1,240520,36
36,73665,695,5,1,0,368325,36
38,68475,745,3,1,0,479325,36
53,113146,571,1,1,0,792022,36
53,152267,711,3,1,0,1218136,36
27,29303,717,1,1,1,175818,36
42,27305,816,4,0,1,90389,36
33,18133,900,3,0,0,67207,36
26,23723,575,0,1,0,118615,36
39,66979,813,5,1,0,535832,36
38,73527,696,3,1,0,514689,36
70,13221,635,3,0,0,75064,36
47,28381,729,5,0,0,134814,36
25,23671,595,1,1,0,165697,36
35,60516,600,2,1,1,363096,36
54,174207,561,2,1,0,871035,36
67,84153,743,4,1,1,420765,36
25,32150,726,2,1,0,192900,36
25,31899,634,1,1,0,223293,36
64,70021,821,2,1,0,350105,36
46,28167,646,2,0,1,120670,36
31,59292,802,1,1,0,355752,36
48,150304,709,1,1,1,901824,36
25,22503,645,2,1,0,157521,36
42,69303,690,3,1,0,415818,36
45,84973,599,1,1,0,509838,36
53,107200,717,3,1,0,643200,36
29,11532,702,3,0,1,58610,36
43,26376,742,1,0,1,149908,36
30,16573,770,3,0,0,60373,36
45,71309,709,1,1,0,427854,36
31,46266,581,4,1,0,231330,36
37,68703,774,1,1,0,549624,36
30,33278,701,1,1,0,266224,36
49,29944,548,2,0,1,78102,36
52,145055,724,1,1,0,1015385,36
39,67053,730,3,1,1,469371,36
42,26325,671,2,0,1,116360,36
25,12898,684,2,0,1,51837,36
38,84670,652,1,1,0,423350,36
41,69450,733,0,1,0,486150,36
70,91283,711,2,1,0,456415,36
28,28663,627,1,1,0,200641,36
59,103148,829,2,1,0,618888,36
53,154550,646,4,1,0,772750,36
45,83522,483,3,1,0,501132,36
63,89045,662,0,1,0,445225,36
46,101599,782,4,1,0,711193,36
46,147326,683,0,1,0,1031282,36
41,26384,569,5,0,1,83471,36
56,104087,617,0,1,0,624522,36
55,164740,613,2,1,0,988440,36
34,50459,653,4,1,0,353213,36
26,26129,679,2,1,0,182903,36
39,74856,739,3,1,0,523992,36
32,47282,710,4,1,0,330974,36
41,66040,714,5,1,0,528320,36
56,106652,842,2,1,0,746564,36
36,69355,768,3,1,0,416130,36
41,76021,761,4,1,0,532147,36
42,68606,554,4,1,0,480242,36
52,153940,639,3,1,0,923640,36
25,28759,572,2,1,1,201313,36
34,57450,638,1,1,1,402150,36
44,69450,763,2,1,0,486150,36
56,104907,668,2,1,0,629442,36
36,65290,785,4,1,0,522320,36
25,30512,755,0,1,0,213584,36
49,142209,704,5,1,0,1137672,36
34,48587,787,1,1,0,388696,36
27,26992,809,2,1,0,161952,36
34,56285,736,1,1,0,337710,36
39,68983,718,0,1,0,482881,36
34,51344,750,1,1,0,410752,36
25,32904,587,1,1,1,230328,36
52,119272,690,1,1,0,596360,36
57,100896,698,3,1,0,706272,36
49,113593,670,1,1,0,681558,36
28,27678,636,5,1,1,193746,36
39,78395,779,4,1,0,627160,36
41,74101,713,4,1,0,444606,36
49,29536,720,1,0,0,102680,36
50,144963,813,3,1,0,1159704,36
33,18900,684,3,0,1,112231,36
42,82069,668,4,1,0,410345,36
47,119998,808,0,1,0,959984,36
59,107304,580,1,1,1,751128,36
50,173272,704,1,1,0,1039632,36
51,179433,640,0,1,0,897165,36
43,71357,723,3,1,0,428142,36
58,106690,745,1,1,0,746830,36
46,172935,750,3,1,0,1383480,36
31,60749,782,5,1,0,364494,36
58,103066,679,1,1,0,618396,36
50,108809,684,1,1,0,652854,36
36,67244,742,5,1,1,403464,36
36,76486,771,2,1,0,611888,36
45,68059,595,1,1,0,340295,36
47,110435,725,1,1,0,883480,36
44,26040,668,3,0,0,96390,36
45,65692,706,3,1,0,394152,36
62,89731,671,0,1,0,448655,36
54,116018,642,0,1,0,696108,36
44,65080,618,2,1,0,325400,36
53,145041,687,2,1,0,725205,36
29,38547,728,2,1,0,269829,36
46,172302,651,1,1,0,1206114,36
63,82931,795,3,1,0,414655,36
39,66307,896,1,1,0,464149,36
31,50737,733,2,1,0,304422,36
34,15935,696,3,0,0,71493,36
28,21023,627,0,1,0,147161,36
32,49918,729,2,1,1,349426,36
37,67528,818,2,1,0,472696,36
25,22579,855,0,1,0,158053,36
42,80790,811,1,1,0,484740,36
52,178605,767,1,1,0,1071630,36
31,17343,732,1,0,0,99393,36
60,73962,616,2,1,1,369810,36
48,141591,692,4,1,0,707955,36
54,167010,682,0,1,0,1169070,36
34,20013,692,3,0,1,95089,36
52,100887,642,1,1,0,605322,36
28,21625,760,1,1,0,173000,36
52,28046,678,0,0,0,93821,36
44,66005,671,1,1,0,396030,36
48,110406,642,1,1,0,662436,36
27,30504,718,1,1,0,183024,36
31,54424,819,1,1,0,380968,36
49,117360,699,1,1,0,704160,36
30,39447,722,2,1,1,236682,36
47,164260,854,4,1,0,1149820,36
25,34920,796,5,1,0,279360,36
52,145596,747,1,1,0,1164768,36
27,30591,743,1,1,0,244728,36
48,142843,651,2,1,0,714215,36
49,161639,643,1,1,0,969834,36
33,54091,711,0,1,0,432728,36
48,28115,713,1,0,0,111727,36
45,66915,632,2,1,1,468405,36
35,62575,756,0,1,0,375450,36
29,39203,677,1,1,0,274421,36
25,30932,790,2,1,1,185592,36
46,151113,695,2,1,0,1057791,36
25,29849,688,5,1,0,149245,36
43,77682,625,0,1,0,388410,36
38,78643,633,2,1,1,393215,36
50,144775,805,3,1,0,868650,36
38,72887,721,1,1,0,437322,36
38,70707,731,1,1,0,494949,36
50,109165,828,4,1,0,873320,36
46,107488,594,1,1,1,644928,36
45,65247,753,3,1,0,521976,36
47,159226,572,2,1,0,796130,36
25,23439,664,4,1,0,140634,36
51,29863,608,3,0,1,100340,36
49,147265,768,3,1,1,1178120,36
29,36671,548,5,1,1,220026,36
39,81136,681,2,1,0,405680,36
41,76863,607,3,1,0,384315,36
40,26093,631,0,0,0,109399,36
46,113162,643,1,1,0,678972,36
59,114199,805,3,1,1,799393,36
54,111404,673,3,1,0,779828,36
26,34738,838,0,1,0,243166,36
49,29445,854,3,0,0,146213,36
57,128328,869,2,1,0,898296,36
46,107318,695,5,1,0,751226,36
55,29713,716,4,0,1,136180,36
66,96945,730,2,1,0,484725,36
54,105291,670,1,1,0,526455,36
44,66759,733,1,1,0,467313,36
54,145148,625,1,1,0,725740,36
43,66645,549,3,1,0,399870,36
42,67666,757,2,1,0,405996,36
37,81348,672,0,1,0,569436,36
60,10686,621,0,0,0,59763,36
32,60956,631,2,1,0,365736,36
60,72905,821,1,1,0,437430,36
47,146488,737,3,1,0,1025416,36
25,26777,578,3,1,0,160662,36
46,104202,605,0,1,0,625212,36
25,29132,676,5,1,0,145660,36
49,100931,738,2,1,0,605586,36
52,101147,636,1,1,0,505735,36
34,49208,686,2,1,0,344456,36
43,82136,709,1,1,0,574952,36
65,73403,710,3,1,1,440418,36
35,52961,508,3,1,0,317766,36
29,37000,717,0,1,0,259000,36
59,130242,561,4,1,0,651210,36
65,14687,677,1,0,1,76897,36
42,27474,659,1,0,1,108863,36
54,170840,613,0,1,0,1195880,36
58,113105,767,5,1,0,904840,36
33,56457,610,2,1,1,338742,36
36,74153,658,0,1,0,444918,36
56,109435,770,3,1,0,875480,36
62,9015,655,3,0,1,56471,36
48,172445,639,3,1,0,862225,36
31,52727,678,2,1,0,316362,36
65,12222,743,2,0,0,78518,36
35,51359,815,1,1,0,359513,36
37,66727,625,3,1,0,400362,36
46,106544,631,1,1,0,532720,36
60,95006,677,3,1,0,380024,36
52,112640,718,0,1,0,675840,36
46,110099,638,3,1,0,550495,36
47,150646,755,0,1,0,1054522,36
42,67116,626,2,1,0,469812,36
48,101642,547,3,1,0,508210,36
25,27987,742,1,1,0,167922,36
38,66032,751,0,1,0,528256,36
44,27865,783,3,0,0,99957,36
28,31233,540,3,1,1,187398,36
46,176415,646,2,1,1,1234905,36
39,69563,679,3,1,0,347815,36
63,90538,840,2,1,0,452690,36
60,74611,687,1,1,0,298444,36
36,80409,592,3,1,0,562863,36
40,71927,723,4,1,1,431562,36
41,65379,804,0,1,0,392274,36
36,65632,787,0,1,0,525056,36
44,27372,744,2,0,0,146911,36
32,46368,721,4,1,0,324576,36
28,20404,518,1,1,0,122424,36
49,145978,702,4,1,0,875868,36
49,179996,714,2,1,0,1439968,36
32,53295,687,2,1,0,266475,36
52,144886,756,2,1,0,1159088,36
34,18458,685,3,0,0,117687,36
45,69857,670,1,1,0,488999,36
51,29612,783,2,0,1,112379,36
41,68816,666,5,1,1,412896,36
47,146194,705,1,1,0,1169552,36
35,50634,771,1,1,0,303804,36
39,26499,619,1,0,1,80538,36
39,67286,610,2,1,1,403716,36
33,62969,808,1,1,0,503752,36
39,68352,652,2,1,1,478464,36
25,33014,755,4,1,1,231098,36
36,66246,557,1,1,0,331230,36
38,81137,499,1,1,0,486822,36
38,69642,729,2,1,0,487494,36
39,67506,689,2,1,0,472542,36
41,65138,729,3,1,0,455966,36
47,101556,849,2,1,1,609336,36
52,116741,601,1,1,0,817187,36
34,54311,703,2,1,0,325866,36
27,31696,818,2,1,0,190176,36
29,35692,612,1,1,1,178460,36
36,75016,653,4,1,0,450096,36
37,65440,558,3,1,0,327200,36
32,50570,879,3,1,0,303420,36
26,29352,523,2,1,0,176112,36
36,67426,763,0,1,0,539408,36
44,78794,594,2,1,0,393970,36
49,172435,615,4,1,0,1207045,36
35,45519,785,1,1,0,364152,36
37,66518,640,2,1,0,465626,36
30,33058,752,0,1,0,198348,36
41,67812,810,2,1,0,406872,36
31,45000,716,4,1,1,315000,36
48,119096,771,2,1,0,714576,36
25,24103,706,2,1,0,144618,36
37,69517,710,1,1,0,417102,36
45,66243,649,2,1,1,397458,36
44,75721,854,3,1,0,454326,36
70,73247,759,4,1,1,366235,36
46,106101,741,5,1,0,848808,36
29,38828,761,1,1,0,310624,36
40,72491,645,0,1,0,362455,36
25,25573,774,0,1,0,204584,36
41,79801,824,1,1,0,558607,36
32,53240,589,0,1,0,266200,36
52,154677,743,3,1,0,928062,36
35,50203,705,2,1,0,401624,36
40,66399,658,1,1,0,331995,36
34,58197,612,1,1,0,290985,36
62,88762,784,1,1,0,532572,36
38,81015,716,0,1,0,486090,36
63,8352,683,1,0,0,69338,36
51,115797,743,3,1,1,694782,36
47,108815,689,3,1,0,761705,36
46,162227,643,1,1,0,1135589,36
46,109085,710,4,1,0,654510,36
25,23468,697,3,1,0,164276,36
38,68923,558,0,1,0,413538,36
52,107487,649,2,1,0,644922,36
41,27756,598,3,0,1,100921,36
25,31375,567,4,1,0,219625,36
41,66227,737,2,1,1,397362,36
62,9465,646,3,0,0,67268,36
56,107338,783,0,1,0,751366,36
41,69334,553,2,1,0,485338,36
53,28542,676,1,0,1,127597,36
37,26445,650,3,0,0,83094,36
25,16759,573,1,0,0,72200,36
30,33526,700,4,1,0,201156,36
60,72314,580,1,1,0,361570,36
38,66190,717,3,1,1,529520,36
39,81890,757,5,1,0,491340,36
38,67427,721,1,1,0,471989,36
64,72576,731,1,1,0,435456,36
61,87558,782,0,1,0,525348,36
68,72513,697,0,1,0,290052,36
40,69522,633,0,1,0,417132,36
45,67235,651,2,1,0,403410,36
25,25053,653,1,1,0,150318,36
59,129442,616,1,1,0,776652,36
27,33279,762,1,1,0,232953,36
44,27385,742,1,0,0,109444,36
28,34366,566,5,1,1,171830,36
34,55055,633,2,1,0,330330,36
31,18303,612,3,0,1,82558,36
34,50784,725,3,1,0,304704,36
35,58932,786,3,1,1,353592,36
35,52036,735,4,1,0,312216,36
52,154884,643,1,1,0,929304,36
28,25092,674,4,1,1,125460,36
44,69102,588,2,1,0,345510,36
56,127098,594,2,1,0,635490,36
35,57098,767,3,1,0,456784,36
33,54324,815,0,1,0,325944,36
39,79284,642,0,1,0,396420,36
56,107593,703,4,1,0,753151,36
44,73823,757,2,1,0,590584,36
35,51722,566,5,1,1,362054,36
47,166164,616,1,1,0,1163148,36
28,30264,859,0,1,0,181584,36
50,28216,623,3,0,0,123019,36
46,115357,671,2,1,0,692142,36
38,27451,651,5,0,1,75971,36
31,55190,540,5,1,1,331140,36
31,60080,706,2,1,1,360480,36
48,117201,697,1,1,1,820407,36
56,101468,714,3,1,1,608808,36
34,52553,693,3,1,0,315318,36
47,112251,663,4,1,0,673506,36
25,22331,658,2,1,1,133986,36
34,58397,659,1,1,0,291985,36
41,66560,620,4,1,0,332800,36
31,22832,633,4,0,1,61171,36
30,35940,622,2,1,0,215640,36
33,61263,745,2,1,0,367578,36
45,70487,724,5,1,0,493409,36
39,67555,702,4,1,0,405330,36
25,30926,855,3,1,0,185556,36
25,26062,625,1,1,1,182434,36
34,49603,789,5,1,0,347221,36
47,28330,679,2,0,1,81778,36
25,22596,712,0,1,0,135576,36
36,67449,753,2,1,0,404694,36
35,23627,661,3,0,0,110022,36
58,105322,615,4,1,0,631932,36
37,73512,628,3,1,0,441072,36
46,178433,531,1,1,0,1070598,36
43,78738,748,0,1,0,472428,36
25,26483,746,1,1,0,185381,36
51,151831,826,2,1,0,1062817,36
44,26556,733,1,0,1,89231,36
48,101048,752,1,1,0,808384,36
70,71320,693,2,1,0,285280,36
25,20879,737,2,1,0,167032,36
62,86505,787,3,1,1,519030,36
38,78197,714,3,1,0,469182,36
45,26381,658,5,0,1,109240,36
41,65737,682,1,1,0,460159,36
36,69219,760,0,1,0,484533,36
35,45614,660,0,1,0,273684,36
45,84223,771,2,1,0,505338,36
25,21592,852,3,1,0,172736,36
51,168889,772,4,1,0,1182223,36
37,80674,759,3,1,0,564718,36
28,23417,727,3,1,0,163919,36
36,82454,637,3,1,1,412270,36
57,118401,630,3,1,0,828807,36
35,56011,629,1,1,0,336066,36
46,101457,744,4,1,0,710199,36
33,54573,668,1,1,0,327438,36
51,147514,697,0,1,0,885084,36
50,177024,733,5,1,1,1239168,36
64,72368,632,1,1,1,361840,36
39,71099,659,4,1,0,426594,36
50,146983,725,3,1,0,1028881,36
43,81412,676,5,1,0,488472,36
57,109320,684,3,1,1,546600,36
33,61856,617,5,1,1,309280,36
50,152647,685,4,1,0,915882,36
39,27819,832,3,0,1,96265,36
41,80260,664,1,1,0,561820,36
43,65676,608,1,1,0,328380,36
45,65007,776,4,1,0,390042,36
40,80812,741,2,1,0,565684,36
44,76313,717,2,1,0,610504,36
60,70550,594,3,1,0,282200,36
53,29755,605,2,0,1,91245,36
52,171488,577,1,1,0,1200416,36
36,72268,734,2,1,0,433608,36
31,51192,781,3,1,0,409536,36
53,117895,737,3,1,0,825265,36
52,112006,855,2,1,0,784042,36
59,108099,664,1,1,0,540495,36
34,55805,674,2,1,0,390635,36
39,84191,708,3,1,0,505146,36
25,12597,681,3,0,1,53567,36
37,69478,739,3,1,0,486346,36
53,113719,648,4,1,0,568595,36
36,67589,588,2,1,0,405534,36
49,175957,556,3,1,0,1231699,36
39,66934,738,0,1,0,535472,36
45,66608,657,2,1,0,333040,36
28,10411,606,2,0,0,79411,36
43,67120,650,3,1,0,335600,36
25,29339,856,1,1,0,176034,36
39,65143,611,1,1,0,325715,36
25,24944,758,1,1,0,174608,36
56,101688,733,4,1,0,610128,36
51,153146,807,2,1,0,1072022,36
47,116685,690,2,1,0,583425,36
60,13918,575,3,0,0,83081,36
30,37152,779,0,1,0,260064,36
62,71422,680,3,1,1,285688,36
53,116837,801,2,1,0,701022,36
39,74809,765,1,1,0,448854,36
55,149502,779,3,1,0,1046514,36
28,29957,889,2,1,0,239656,36
32,58550,722,2,1,0,409850,36
34,24879,815,1,0,1,80935,36
35,62686,667,1,1,0,438802,36
29,35786,743,1,1,0,214716,36
56,20399,659,2,0,1,99931,36
38,65026,738,1,1,0,520208,36
46,165837,729,4,1,0,995022,36
35,62954,535,3,1,0,377724,36
25,28401,651,0,1,0,198807,36
45,66129,718,3,1,1,396774,36
25,11332,519,1,0,1,40962,36
41,65456,692,2,1,1,392736,36
25,31577,780,1,1,0,221039,36
65,74193,804,4,1,0,445158,36
52,151690,637,0,1,0,758450,36
43,66581,809,2,1,0,466067,36
57,103724,796,1,1,0,829792,36
31,53837,528,1,1,0,323022,36
48,113837,709,1,1,0,910696,36
44,69126,718,0,1,0,553008,36
45,68870,821,3,1,0,482090,36
57,105051,722,1,1,1,840408,36
50,152941,811,2,1,0,917646,36
45,80664,637,2,1,1,403320,36
25,12408,572,2,0,0,55493,36
30,39773,648,1,1,0,278411,36
40,80296,826,1,1,0,562072,36
43,68412,774,3,1,0,478884,36
28,30111,885,2,1,0,240888,36
70,90492,584,4,1,1,361968,36
60,97423,783,3,1,0,487115,36
49,29273,760,0,0,0,86692,36
42,76014,677,1,1,1,456084,36
39,68535,762,3,1,0,411210,36
30,36595,711,2,1,0,256165,36
42,69565,736,1,1,0,556520,36
45,69335,754,5,1,0,485345,36
27,13564,778,1,0,0,73238,36
46,116996,706,4,1,0,818972,36
40,69429,842,3,1,0,486003,36
25,26362,682,3,1,0,158172,36
31,54862,850,2,1,0,384034,36
37,69837,609,4,1,0,349185,36
64,73074,621,5,1,1,365370,36
48,28970,625,0,0,0,113543,36
25,29989,776,1,1,0,239912,36
47,29958,635,1,0,1,123294,36
25,24127,819,3,1,0,144762,36
54,29739,657,1,0,0,121608,36
36,27710,731,3,0,1,62213,36
40,68248,751,1,1,0,477736,36
57,115788,618,3,1,1,810516,36
26,11069,588,3,0,0,85328,36
25,28699,722,2,1,0,229592,36
34,60460,677,1,1,1,423220,36
54,146373,739,0,1,0,1024611,36
25,34718,592,1,1,0,208308,36
25,27459,671,1,1,0,137295,36
36,67386,685,5,1,1,336930,36
48,106554,505,2,1,1,639324,36
56,134206,779,1,1,0,939442,36
36,70684,639,2,1,0,353420,36
37,26234,819,4,0,0,78564,36
55,167588,644,4,1,0,837940,36
25,30925,658,0,1,0,216475,36
37,84487,600,0,1,0,422435,36
44,74070,791,2,1,0,518490,36
47,29327,736,2,0,0,96783,36
35,53233,812,2,1,0,425864,36
42,66111,683,0,1,0,330555,36
25,25615,696,2,1,0,179305,36
34,17400,565,2,0,1,81605,36
47,112421,650,2,1,0,562105,36
30,36333,713,1,1,0,254331,36
42,84178,730,1,1,0,505068,36
47,112364,845,3,1,0,674184,36
37,72752,551,1,1,0,363760,36
44,68821,718,3,1,0,550568,36
30,37999,669,2,1,0,265993,36
39,82907,706,3,1,0,663256,36
49,179709,708,1,1,0,1437672,36
43,66434,684,1,1,0,465038,36
34,48571,609,2,1,0,339997,36
44,69895,594,1,1,0,489265,36
50,140128,678,1,1,0,980896,36
25,15691,586,3,0,0,70139,36
55,115361,690,2,1,0,807527,36
37,67773,679,2,1,0,474411,36
47,153655,503,1,1,0,921930,36
56,20165,854,5,0,1,94236,36
25,25131,706,1,1,1,175917,36
33,49351,505,1,1,1,246755,36
38,65876,719,5,1,0,461132,36
32,55883,683,0,1,0,391181,36
62,99832,594,5,1,0,399328,36
31,54101,724,0,1,0,432808,36
35,59909,624,1,1,0,359454,36
44,68816,715,3,1,1,481712,36
27,31080,643,1,1,0,155400,36
37,67698,627,2,1,0,406188,36
45,78381,698,3,1,0,548667,36
38,27605,570,1,0,0,68671,36
40,69152,693,2,1,0,345760,36
35,45328,752,1,1,0,317296,36
25,22174,801,4,1,0,155218,36
45,65183,787,4,1,0,456281,36
63,95862,808,2,1,0,575172,36
42,79038,663,1,1,0,395190,36
44,27584,618,2,0,1,94763,36
50,102075,765,1,1,0,816600,36
26,23573,658,2,1,1,165011,36
62,70376,700,0,1,0,351880,36
44,66290,759,5,1,1,530320,36
61,90155,861,0,1,0,450775,36
33,50174,742,5,1,0,351218,36
63,71943,716,1,1,0,359715,36
51,29924,610,1,0,0,89622,36
48,159870,793,2,1,1,1119090,36
44,84641,732,4,1,0,592487,36
39,26193,672,0,0,0,118092,36
56,126136,663,1,1,0,882952,36
43,66035,667,1,1,0,330175,36
25,26047,703,2,1,0,156282,36
28,32858,583,2,1,0,197148,36
39,73087,797,4,1,0,511609,36
45,67238,782,0,1,0,537904,36
41,26695,686,1,0,0,102442,36
56,110237,667,3,1,0,551185,36
