age,income,credit_score,existing_loans,existing_loan_emi,employed,default,loan_amount,loan_tenure_months,emi_to_income_ratio,loan_to_income_ratio,employment_type
41,65039,622,1,10009,1,1,455000,18,0.15,7.0,Self-Employed
25,34806,618,2,10240,1,0,209000,18,0.29,6.0,Salaried
47,29405,592,1,4633,0,0,107000,36,0.16,3.64,Gig Worker
35,50111,561,1,7564,1,0,351000,18,0.15,7.0,Salaried
52,111329,865,2,34584,1,0,891000,36,0.31,8.0,Government
42,65282,685,4,32641,1,0,326000,36,0.5,4.99,Salaried
46,167639,601,2,52620,1,0,1173000,30,0.31,7.0,Salaried
30,37028,655,1,5915,1,0,185000,36,0.16,5.0,Salaried
34,55173,702,0,0,1,0,331000,36,0.0,6.0,Salaried
36,68095,669,0,0,1,0,409000,12,0.0,6.01,Salaried
52,102090,598,1,14231,1,0,715000,36,0.14,7.0,Salaried
62,11473,628,3,5507,0,1,69000,36,0.48,6.01,Retired
32,53541,794,2,16192,1,0,428000,36,0.3,7.99,Self-Employed
54,162154,587,3,77999,1,0,973000,24,0.48,6.0,Government
25,30877,540,1,4568,1,0,185000,30,0.15,5.99,Self-Employed
27,27988,668,2,8193,1,0,168000,12,0.29,6.0,Salaried
30,16542,545,1,2687,0,1,79000,18,0.16,4.78,Gig Worker
25,34656,627,2,9879,1,0,243000,36,0.29,7.01,Salaried
25,34185,599,4,17092,1,1,171000,36,0.5,5.0,Self-Employed
46,174440,600,4,87220,1,0,1221000,36,0.5,7.0,Government
39,82387,705,3,37179,1,0,659000,18,0.45,8.0,Government
46,104236,720,5,52118,1,0,730000,36,0.5,7.0,Salaried
50,106286,635,0,0,1,0,744000,24,0.0,7.0,Government
45,65585,692,2,19963,1,0,394000,36,0.3,6.01,Salaried
49,167505,631,1,24247,1,0,1173000,30,0.14,7.0,Government
41,68927,732,1,9386,1,0,551000,12,0.14,7.99,Self-Employed
27,27183,581,1,3892,1,0,163000,36,0.14,6.0,Self-Employed
54,116198,713,2,31418,1,0,697000,24,0.27,6.0,Salaried
34,58919,719,1,9683,1,0,471000,24,0.16,7.99,Salaried
30,36184,886,2,11866,1,0,289000,24,0.33,7.99,Salaried
39,69372,559,4,34686,1,1,416000,36,0.5,6.0,Entrepreneur
31,22540,900,5,11270,0,0,96000,18,0.5,4.26,Gig Worker
36,26163,760,2,7607,0,0,95000,18,0.29,3.63,Gig Worker
46,107343,846,0,0,1,0,751000,18,0.0,7.0,Salaried
46,115678,772,4,57839,1,0,925000,30,0.5,8.0,Salaried
31,21455,624,3,10245,0,1,97000,12,0.48,4.52,Gig Worker
36,68764,752,1,11236,1,0,481000,36,0.16,6.99,Salaried
54,161823,646,2,47578,1,0,809000,24,0.29,5.0,Government
47,160493,692,2,50876,1,0,1123000,24,0.32,7.0,Salaried
66,93656,606,3,40172,1,0,375000,12,0.43,4.0,Entrepreneur
56,109861,645,3,54286,1,0,769000,36,0.49,7.0,Government
55,116980,771,4,58490,1,0,702000,30,0.5,6.0,Government
25,30896,735,2,9461,1,0,185000,36,0.31,5.99,Self-Employed
51,177992,781,2,55101,1,0,1424000,36,0.31,8.0,Government
41,66288,588,5,33144,1,0,398000,30,0.5,6.0,Salaried
35,21985,550,1,3047,0,0,73000,12,0.14,3.32,Gig Worker
44,27661,788,5,13830,0,0,91000,36,0.5,3.29,Gig Worker
53,105183,782,0,0,1,0,736000,12,0.0,7.0,Self-Employed
48,115862,716,3,48813,1,0,695000,30,0.42,6.0,Government
31,62663,733,0,0,1,0,501000,30,0.0,8.0,Self-Employed
50,103479,769,1,15903,1,0,828000,12,0.15,8.0,Government
34,55639,714,1,7883,1,0,445000,30,0.14,8.0,Salaried
44,26642,742,5,13321,0,0,94000,30,0.5,3.53,Gig Worker
38,83190,765,2,25189,1,0,499000,18,0.3,6.0,Entrepreneur
39,65788,692,1,9705,1,0,329000,24,0.15,5.0,Self-Employed
51,108138,672,0,0,1,0,541000,24,0.0,5.0,Salaried
29,39108,730,2,10935,1,0,274000,12,0.28,7.01,Salaried
65,73417,881,1,10288,1,0,441000,36,0.14,6.01,Self-Employed
25,26245,632,2,7745,1,0,131000,12,0.3,4.99,Salaried
34,53283,665,0,0,1,0,320000,30,0.0,6.01,Salaried
46,171013,559,4,85506,1,1,1026000,18,0.5,6.0,Entrepreneur
49,28171,734,2,9124,0,1,124000,12,0.32,4.4,Gig Worker
40,68736,657,3,28359,1,0,412000,30,0.41,5.99,Self-Employed
41,68997,587,1,10128,1,0,414000,36,0.15,6.0,Self-Employed
46,176387,694,1,24343,1,0,882000,18,0.14,5.0,Government
39,80894,819,3,32883,1,0,485000,36,0.41,6.0,Salaried
58,102595,671,2,31774,1,0,616000,30,0.31,6.0,Government
52,168736,679,1,25829,1,0,1181000,18,0.15,7.0,Government
52,118406,816,2,33128,1,0,947000,12,0.28,8.0,Salaried
30,37314,699,3,15897,1,0,187000,24,0.43,5.01,Self-Employed
41,72040,603,1,9777,1,0,504000,24,0.14,7.0,Self-Employed
38,68752,755,1,11004,1,0,413000,36,0.16,6.01,Entrepreneur
29,34020,789,3,16762,1,0,238000,30,0.49,7.0,Salaried
46,119408,683,2,33211,1,0,597000,36,0.28,5.0,Government
35,52450,710,5,26225,1,0,367000,24,0.5,7.0,Salaried
49,141716,595,2,45647,1,1,992000,36,0.32,7.0,Salaried
29,38568,630,3,18836,1,0,193000,30,0.49,5.0,Salaried
62,70710,673,0,0,1,0,283000,12,0.0,4.0,Self-Employed
31,46704,706,2,13786,1,0,327000,36,0.3,7.0,Salaried
44,66204,650,1,9038,1,0,463000,36,0.14,6.99,Salaried
51,116358,670,3,47538,1,0,815000,30,0.41,7.0,Salaried
35,48491,690,4,24246,1,0,291000,18,0.5,6.0,Entrepreneur
52,175355,620,3,77219,1,0,877000,24,0.44,5.0,Government
27,28079,678,3,11444,1,0,168000,30,0.41,5.98,Salaried
59,115674,792,0,0,1,0,694000,30,0.0,6.0,Government
42,83601,652,1,12749,1,0,418000,18,0.15,5.0,Salaried
34,45752,627,1,6192,1,0,229000,30,0.14,5.01,Entrepreneur
38,27189,866,1,4313,0,0,88000,24,0.16,3.24,Gig Worker
51,29485,718,4,14742,0,1,128000,24,0.5,4.34,Gig Worker
34,61467,638,2,16745,1,0,307000,18,0.27,4.99,Salaried
33,47315,751,0,0,1,0,284000,36,0.0,6.0,Self-Employed
39,27861,720,4,13930,0,0,62000,30,0.5,2.23,Gig Worker
27,23029,654,2,6767,1,0,138000,24,0.29,5.99,Salaried
63,73244,696,2,24055,1,0,366000,24,0.33,5.0,Self-Employed
35,16701,676,4,8350,0,0,69000,24,0.5,4.13,Gig Worker
51,144082,779,3,61922,1,0,864000,36,0.43,6.0,Entrepreneur
44,73905,754,2,23100,1,0,443000,36,0.31,5.99,Salaried
30,38072,528,2,10900,1,0,190000,36,0.29,4.99,Salaried
41,69377,852,1,11248,1,0,416000,30,0.16,6.0,Salaried
51,29222,676,2,8547,0,0,89000,18,0.29,3.05,Gig Worker
39,69816,837,3,31731,1,0,489000,36,0.45,7.0,Self-Employed
56,129344,757,5,64672,1,0,776000,12,0.5,6.0,Government
54,114015,719,5,57008,1,0,798000,18,0.5,7.0,Entrepreneur
53,145118,692,1,23215,1,0,1016000,12,0.16,7.0,Entrepreneur
36,66166,900,1,10532,1,0,463000,12,0.16,7.0,Salaried
29,37001,678,0,0,1,0,185000,36,0.0,5.0,Salaried
34,55353,646,2,15690,1,0,277000,30,0.28,5.0,Entrepreneur
44,26766,653,1,3795,0,0,122000,24,0.14,4.56,Gig Worker
48,178917,700,2,57081,1,0,1252000,30,0.32,7.0,Government
25,33669,699,1,5485,1,0,202000,24,0.16,6.0,Salaried
41,68546,780,0,0,1,0,548000,36,0.0,7.99,Entrepreneur
43,67189,760,4,33594,1,0,470000,36,0.5,7.0,Salaried
38,81240,760,2,24129,1,0,487000,18,0.3,5.99,Government
57,119928,681,1,17404,1,0,839000,12,0.15,7.0,Government
47,111384,754,2,35893,1,0,891000,12,0.32,8.0,Government
57,118190,762,1,16252,1,0,827000,36,0.14,7.0,Salaried
39,80971,693,1,11444,1,0,405000,24,0.14,5.0,Salaried
53,148976,722,2,46950,1,0,1043000,18,0.32,7.0,Salaried
61,84387,762,3,34566,1,0,506000,30,0.41,6.0,Entrepreneur
57,134678,716,1,20172,1,0,808000,24,0.15,6.0,Salaried
28,21331,724,2,6325,1,0,149000,18,0.3,6.99,Salaried
38,65511,812,3,28504,1,0,393000,12,0.44,6.0,Salaried
37,27990,717,1,4110,0,0,73000,36,0.15,2.61,Gig Worker
47,111916,651,1,16888,1,0,671000,18,0.15,6.0,Entrepreneur
50,147010,592,0,0,1,0,1029000,30,0.0,7.0,Salaried
31,62130,709,2,17377,1,0,435000,18,0.28,7.0,Salaried
42,68828,673,0,0,1,0,413000,12,0.0,6.0,Self-Employed
25,17975,764,2,5470,0,0,53000,18,0.3,2.95,Gig Worker
59,21650,826,0,0,0,0,94000,36,0.0,4.34,Gig Worker
35,47921,617,2,15254,1,1,288000,12,0.32,6.01,Self-Employed
42,65560,629,2,20691,1,0,459000,30,0.32,7.0,Salaried
38,27492,698,5,13746,0,0,96000,30,0.5,3.49,Gig Worker
55,117240,636,2,32705,1,0,821000,36,0.28,7.0,Government
25,33130,682,3,14217,1,0,166000,30,0.43,5.01,Salaried
41,66627,657,3,29149,1,0,333000,18,0.44,5.0,Salaried
40,67047,619,1,9873,1,1,469000,18,0.15,7.0,Self-Employed
36,27108,766,2,8425,0,0,82000,18,0.31,3.02,Gig Worker
62,12042,706,1,1646,0,1,98000,24,0.14,8.14,Retired
31,51187,846,1,6963,1,0,358000,18,0.14,6.99,Salaried
51,165264,728,1,24254,1,0,992000,18,0.15,6.0,Salaried
46,109585,803,1,17086,1,0,877000,12,0.16,8.0,Government
57,109556,641,5,54778,1,0,767000,24,0.5,7.0,Salaried
33,53801,640,3,24896,1,1,323000,30,0.46,6.0,Self-Employed
33,49843,877,0,0,1,0,349000,18,0.0,7.0,Salaried
55,163112,651,1,23292,1,0,1142000,24,0.14,7.0,Government
47,108608,624,0,0,1,0,760000,36,0.0,7.0,Salaried
25,24703,606,2,7983,1,1,173000,18,0.32,7.0,Salaried
35,52526,853,2,17005,1,0,420000,24,0.32,8.0,Salaried
46,107374,678,1,15453,1,0,752000,24,0.14,7.0,Self-Employed
52,113566,732,3,48345,1,0,909000,36,0.43,8.0,Government
33,47953,712,2,14131,1,0,288000,36,0.29,6.01,Salaried
25,22785,642,2,6481,1,0,114000,36,0.28,5.0,Salaried
48,110958,676,1,17218,1,0,777000,36,0.16,7.0,Entrepreneur
27,22072,767,1,3527,1,0,132000,36,0.16,5.98,Salaried
25,22500,601,0,0,1,0,112000,24,0.0,4.98,Salaried
25,15106,753,4,7553,0,1,61000,36,0.5,4.04,Gig Worker
51,106581,814,2,34048,1,0,746000,24,0.32,7.0,Salaried
43,65654,723,2,19290,1,0,394000,30,0.29,6.0,Salaried
39,70825,806,1,9894,1,0,567000,30,0.14,8.01,Entrepreneur
58,124021,590,4,62010,1,1,868000,30,0.5,7.0,Self-Employed
49,154414,553,2,45032,1,0,1081000,36,0.29,7.0,Salaried
61,73586,719,4,36793,1,0,368000,24,0.5,5.0,Self-Employed
25,13355,653,0,0,0,0,86000,36,0.0,6.44,Gig Worker
41,27226,770,3,11690,0,0,100000,18,0.43,3.67,Gig Worker
25,13015,675,4,6508,0,1,80000,24,0.5,6.15,Gig Worker
39,26003,711,3,12854,0,0,69000,12,0.49,2.65,Gig Worker
39,69733,706,5,34866,1,1,558000,24,0.5,8.0,Self-Employed
49,107591,709,1,17715,1,1,861000,18,0.16,8.0,Entrepreneur
42,65114,656,3,32098,1,0,326000,24,0.49,5.01,Self-Employed
49,159148,590,1,25275,1,0,796000,24,0.16,5.0,Salaried
50,151856,682,2,47009,1,1,1063000,12,0.31,7.0,Entrepreneur
67,11912,816,2,3629,0,1,102000,24,0.3,8.56,Retired
38,76396,651,0,0,1,0,458000,12,0.0,6.0,Salaried
30,39433,650,4,19716,1,0,197000,18,0.5,5.0,Salaried
44,65762,712,1,9449,1,0,460000,36,0.14,6.99,Salaried
32,56107,605,3,25085,1,0,337000,12,0.45,6.01,Salaried
59,105794,780,0,0,1,0,846000,36,0.0,8.0,Government
38,27729,613,3,12776,0,0,61000,24,0.46,2.2,Gig Worker
35,60190,676,3,26604,1,0,301000,36,0.44,5.0,Salaried
36,69982,900,2,20690,1,0,490000,24,0.3,7.0,Salaried
50,29220,608,1,4234,0,0,110000,36,0.14,3.76,Gig Worker
40,69039,817,0,0,1,0,483000,30,0.0,7.0,Salaried
34,50213,709,2,15257,1,0,351000,36,0.3,6.99,Salaried
61,94722,720,2,30409,1,0,568000,18,0.32,6.0,Self-Employed
31,62090,635,5,31045,1,0,373000,12,0.5,6.01,Salaried
42,27470,763,4,13735,0,0,139000,30,0.5,5.06,Gig Worker
49,153062,670,3,71483,1,0,1071000,36,0.47,7.0,Government
25,22408,608,0,0,1,0,157000,24,0.0,7.01,Salaried
47,158935,816,4,79468,1,0,1271000,30,0.5,8.0,Salaried
29,39252,669,0,0,1,0,236000,36,0.0,6.01,Salaried
51,104729,551,1,15886,1,0,733000,30,0.15,7.0,Government
30,39621,678,2,12551,1,0,238000,12,0.32,6.01,Salaried
50,117303,764,2,31786,1,0,704000,18,0.27,6.0,Entrepreneur
55,110679,751,1,17659,1,0,775000,18,0.16,7.0,Government
52,115462,648,3,47179,1,0,577000,18,0.41,5.0,Salaried
45,68147,621,2,22038,1,0,477000,12,0.32,7.0,Salaried
39,26249,590,1,4325,0,0,91000,18,0.16,3.47,Gig Worker
35,47918,698,4,23959,1,0,240000,36,0.5,5.01,Salaried
59,106839,712,5,53420,1,0,855000,18,0.5,8.0,Government
33,50161,756,5,25080,1,0,301000,24,0.5,6.0,Self-Employed
29,35671,688,1,5086,1,1,250000,18,0.14,7.01,Self-Employed
49,142031,685,3,68587,1,0,710000,30,0.48,5.0,Entrepreneur
32,62980,677,3,26090,1,0,378000,18,0.41,6.0,Self-Employed
30,35211,712,4,17606,1,0,246000,12,0.5,6.99,Salaried
25,32929,689,1,5413,1,0,165000,24,0.16,5.01,Salaried
36,68600,775,3,31943,1,1,412000,24,0.47,6.01,Salaried
41,26927,724,2,8639,0,0,98000,18,0.32,3.64,Gig Worker
44,65197,708,3,28308,1,0,522000,24,0.43,8.01,Salaried
53,117903,696,5,58952,1,0,707000,36,0.5,6.0,Salaried
48,107344,624,1,16405,1,1,751000,18,0.15,7.0,Entrepreneur
39,69529,699,1,10645,1,0,348000,36,0.15,5.01,Self-Employed
39,65420,648,1,10171,1,0,393000,36,0.16,6.01,Salaried
48,151193,727,2,46042,1,0,1058000,36,0.3,7.0,Government
57,139276,683,5,69638,1,0,836000,18,0.5,6.0,Entrepreneur
43,75656,833,2,21680,1,0,530000,18,0.29,7.01,Self-Employed
36,67515,599,2,21342,1,0,473000,18,0.32,7.01,Self-Employed
30,38797,451,3,16503,1,1,233000,30,0.43,6.01,Salaried
25,33205,721,1,5172,1,0,199000,12,0.16,5.99,Salaried
49,178083,648,2,50576,1,0,1068000,24,0.28,6.0,Government
48,176530,712,1,27143,1,0,1412000,18,0.15,8.0,Salaried
48,105425,601,2,33190,1,1,738000,36,0.31,7.0,Self-Employed
40,81516,852,2,23079,1,0,652000,30,0.28,8.0,Salaried
58,120700,669,2,33023,1,0,845000,30,0.27,7.0,Self-Employed
36,66451,643,2,18464,1,0,399000,18,0.28,6.0,Salaried
53,104742,851,1,16044,1,0,628000,30,0.15,6.0,Salaried
41,69435,767,1,11143,1,0,486000,24,0.16,7.0,Self-Employed
34,50564,811,3,20683,1,0,354000,24,0.41,7.0,Self-Employed
49,160226,686,2,50319,1,0,1122000,12,0.31,7.0,Government
46,142017,703,5,71008,1,0,994000,12,0.5,7.0,Salaried
46,106962,652,2,31951,1,0,535000,30,0.3,5.0,Salaried
42,66010,642,2,21502,1,0,396000,24,0.33,6.0,Self-Employed
41,66495,731,2,19278,1,0,465000,30,0.29,6.99,Self-Employed
70,74955,670,1,11165,1,0,300000,12,0.15,4.0,Entrepreneur
56,120869,877,2,32734,1,1,846000,12,0.27,7.0,Government
50,104680,767,1,14388,1,0,733000,30,0.14,7.0,Salaried
43,66373,850,3,28426,1,0,398000,30,0.43,6.0,Self-Employed
54,114237,521,2,31035,1,0,571000,36,0.27,5.0,Salaried
48,28260,851,1,4350,0,0,94000,12,0.15,3.33,Gig Worker
42,65760,509,0,0,1,0,395000,24,0.0,6.01,Entrepreneur
38,67328,599,2,19901,1,0,404000,30,0.3,6.0,Salaried
41,69986,559,3,31797,1,0,420000,18,0.45,6.0,Salaried
25,30574,719,0,0,1,0,183000,30,0.0,5.99,Salaried
44,68099,698,1,9550,1,0,340000,18,0.14,4.99,Self-Employed
36,84070,763,0,0,1,0,504000,30,0.0,6.0,Entrepreneur
61,73346,692,1,10553,1,0,367000,36,0.14,5.0,Self-Employed
42,66380,798,2,20566,1,0,531000,12,0.31,8.0,Self-Employed
27,27804,625,5,13902,1,0,139000,12,0.5,5.0,Salaried
41,68170,799,1,9306,1,0,477000,36,0.14,7.0,Salaried
29,13432,697,3,6516,0,1,69000,12,0.49,5.14,Gig Worker
47,114732,888,0,0,1,0,918000,24,0.0,8.0,Government
45,70318,769,3,32130,1,0,492000,24,0.46,7.0,Salaried
53,29530,675,1,4486,0,0,86000,30,0.15,2.91,Gig Worker
32,46043,697,2,13814,1,0,230000,30,0.3,5.0,Salaried
42,77751,619,1,10658,1,0,389000,36,0.14,5.0,Salaried
25,22240,728,3,9187,1,0,133000,18,0.41,5.98,Salaried
50,142527,675,2,43621,1,1,998000,18,0.31,7.0,Entrepreneur
48,170607,757,2,49554,1,0,1365000,24,0.29,8.0,Self-Employed
47,146794,592,1,23857,1,0,881000,18,0.16,6.0,Entrepreneur
42,81599,673,2,24022,1,0,571000,18,0.29,7.0,Entrepreneur
46,108911,607,2,30342,1,1,762000,36,0.28,7.0,Government
61,99542,612,2,31145,1,0,398000,36,0.31,4.0,Self-Employed
38,72023,748,1,10357,1,0,504000,24,0.14,7.0,Salaried
43,66471,789,1,10021,1,0,532000,24,0.15,8.0,Salaried
28,11446,513,0,0,0,1,41000,12,0.0,3.58,Gig Worker
31,53216,848,1,8298,1,0,373000,24,0.16,7.01,Salaried
43,27893,812,3,13557,0,0,90000,18,0.49,3.23,Gig Worker
55,114984,592,1,18256,1,0,690000,12,0.16,6.0,Salaried
38,69586,766,2,21612,1,0,557000,24,0.31,8.0,Salaried
39,67946,663,0,0,1,0,408000,36,0.0,6.0,Self-Employed
37,80433,692,2,24997,1,0,563000,18,0.31,7.0,Entrepreneur
35,50512,748,1,8253,1,0,404000,36,0.16,8.0,Salaried
45,68030,738,3,29363,1,0,476000,36,0.43,7.0,Entrepreneur
25,30014,654,1,4053,1,0,180000,18,0.14,6.0,Salaried
57,107054,653,4,53527,1,0,535000,24,0.5,5.0,Salaried
34,16045,658,2,4542,0,1,93000,12,0.28,5.8,Gig Worker
50,111028,791,5,55514,1,1,777000,12,0.5,7.0,Salaried
26,32076,551,5,16038,1,1,225000,12,0.5,7.01,Self-Employed
50,108859,687,3,49902,1,1,653000,24,0.46,6.0,Government
50,160107,825,1,21692,1,0,1281000,12,0.14,8.0,Salaried
46,28637,756,0,0,0,0,131000,36,0.0,4.57,Gig Worker
30,34552,784,2,10840,1,0,276000,12,0.31,7.99,Salaried
44,73431,688,2,21252,1,1,441000,36,0.29,6.01,Salaried
27,24686,606,2,7650,1,0,148000,24,0.31,6.0,Salaried
38,68783,704,2,20868,1,0,481000,24,0.3,6.99,Salaried
54,28264,644,2,8212,0,0,118000,36,0.29,4.17,Gig Worker
51,29604,878,2,8232,0,0,105000,24,0.28,3.55,Gig Worker
42,80489,687,0,0,1,0,563000,36,0.0,6.99,Self-Employed
30,11738,750,0,0,0,1,107000,18,0.0,9.12,Gig Worker
49,169540,836,3,70104,1,0,1017000,24,0.41,6.0,Government
42,73824,612,4,36912,1,0,369000,12,0.5,5.0,Salaried
25,30600,517,3,14922,1,1,153000,30,0.49,5.0,Salaried
51,172729,739,1,26686,1,0,1382000,36,0.15,8.0,Government
41,68272,754,1,9429,1,0,410000,24,0.14,6.01,Entrepreneur
56,121977,666,2,35876,1,0,610000,18,0.29,5.0,Entrepreneur
28,33577,607,0,0,1,0,235000,36,0.0,7.0,Salaried
25,21573,724,1,3384,1,0,173000,30,0.16,8.02,Salaried
45,84554,698,5,42277,1,0,423000,18,0.5,5.0,Salaried
45,67522,725,3,28065,1,1,540000,24,0.42,8.0,Self-Employed
25,34458,609,2,9304,1,1,172000,18,0.27,4.99,Self-Employed
30,37017,725,1,5788,1,0,296000,18,0.16,8.0,Salaried
70,91775,765,2,26743,1,0,551000,18,0.29,6.0,Self-Employed
38,68448,579,0,0,1,0,479000,30,0.0,7.0,Salaried
50,111011,816,2,31668,1,0,777000,24,0.29,7.0,Government
34,48830,720,2,13222,1,0,391000,12,0.27,8.01,Salaried
25,20720,768,5,10360,1,0,145000,30,0.5,7.0,Salaried
39,78911,597,0,0,1,0,395000,36,0.0,5.01,Salaried
38,80868,754,5,40434,1,0,566000,36,0.5,7.0,Salaried
37,69750,568,5,34875,1,0,488000,18,0.5,7.0,Salaried
40,68653,624,2,20867,1,0,412000,30,0.3,6.0,Salaried
45,66232,721,3,29891,1,0,397000,18,0.45,5.99,Entrepreneur
40,65715,677,1,9039,1,0,460000,36,0.14,7.0,Self-Employed
26,31237,702,4,15618,1,0,219000,24,0.5,7.01,Salaried
47,165209,854,3,72559,1,0,1156000,30,0.44,7.0,Government
25,21311,700,0,0,1,0,149000,18,0.0,6.99,Salaried
25,31780,756,4,15890,1,0,222000,36,0.5,6.99,Salaried
50,104756,694,2,30727,1,0,524000,24,0.29,5.0,Entrepreneur
48,156543,692,3,66785,1,0,939000,18,0.43,6.0,Salaried
41,67345,621,1,9283,1,0,404000,12,0.14,6.0,Salaried
25,20698,729,3,8969,1,0,145000,30,0.43,7.01,Salaried
33,57673,900,0,0,1,0,461000,36,0.0,7.99,Self-Employed
38,65662,707,2,18109,1,0,460000,24,0.28,7.01,Entrepreneur
25,13601,678,1,1908,0,0,68000,30,0.14,5.0,Gig Worker
33,61687,791,3,30465,1,0,370000,18,0.49,6.0,Salaried
49,103973,781,2,30843,1,0,624000,36,0.3,6.0,Self-Employed
59,109175,735,3,49442,1,0,655000,36,0.45,6.0,Salaried
36,66881,675,3,32345,1,1,468000,12,0.48,7.0,Self-Employed
51,148001,791,1,24400,1,0,1036000,36,0.16,7.0,Salaried
25,29056,709,5,14528,1,1,174000,36,0.5,5.99,Self-Employed
49,172936,773,1,27562,1,0,1038000,24,0.16,6.0,Government
32,16604,634,1,2404,0,0,104000,30,0.14,6.26,Gig Worker
45,27526,653,1,3968,0,0,111000,30,0.14,4.03,Gig Worker
39,67692,707,2,19912,1,0,542000,24,0.29,8.01,Salaried
57,20471,601,0,0,0,0,75000,12,0.0,3.66,Gig Worker
31,59649,670,1,9256,1,0,418000,36,0.16,7.01,Salaried
49,152586,597,3,71166,1,0,763000,12,0.47,5.0,Salaried
38,65207,576,2,18839,1,0,326000,24,0.29,5.0,Salaried
40,65723,894,2,18271,1,0,460000,24,0.28,7.0,Salaried
39,67483,651,2,20781,1,0,405000,24,0.31,6.0,Entrepreneur
31,55143,658,3,22970,1,0,276000,36,0.42,5.01,Self-Employed
41,67464,706,2,20557,1,0,405000,24,0.3,6.0,Entrepreneur
41,67853,615,0,0,1,0,339000,36,0.0,5.0,Entrepreneur
44,65515,659,2,20415,1,0,393000,30,0.31,6.0,Self-Employed
43,26525,846,5,13262,0,0,121000,12,0.5,4.56,Gig Worker
51,28537,728,4,14268,0,1,132000,18,0.5,4.63,Gig Worker
53,147473,778,3,71312,1,0,1180000,18,0.48,8.0,Government
29,33370,825,2,10011,1,0,234000,30,0.3,7.01,Salaried
52,160748,716,1,25223,1,0,1286000,24,0.16,8.0,Self-Employed
27,20599,682,1,3163,1,0,124000,18,0.15,6.02,Salaried
49,29223,585,0,0,0,0,123000,18,0.0,4.21,Gig Worker
49,106438,669,2,29930,1,0,639000,30,0.28,6.0,Entrepreneur
25,26802,687,2,7278,1,0,134000,30,0.27,5.0,Self-Employed
43,69676,635,2,20002,1,1,488000,12,0.29,7.0,Entrepreneur
36,65503,823,1,9714,1,0,393000,12,0.15,6.0,Salaried
32,55585,788,2,17066,1,0,389000,36,0.31,7.0,Salaried
58,100829,778,2,32366,1,0,605000,18,0.32,6.0,Government
34,50483,690,1,7112,1,0,303000,18,0.14,6.0,Salaried
32,49250,617,4,24625,1,0,296000,30,0.5,6.01,Salaried
42,70789,806,4,35394,1,0,566000,30,0.5,8.0,Salaried
50,101007,726,1,13963,1,0,606000,24,0.14,6.0,Government
40,68992,761,4,34496,1,0,552000,36,0.5,8.0,Entrepreneur
55,101664,749,3,46532,1,0,610000,30,0.46,6.0,Entrepreneur
48,119880,724,0,0,1,0,839000,30,0.0,7.0,Salaried
25,32385,859,0,0,1,0,259000,24,0.0,8.0,Salaried
35,46283,647,5,23142,1,0,324000,30,0.5,7.0,Entrepreneur
35,51573,675,3,21286,1,0,258000,30,0.41,5.0,Salaried
47,117926,831,1,16122,1,0,943000,18,0.14,8.0,Salaried
25,28310,706,2,7823,1,0,198000,24,0.28,6.99,Self-Employed
70,99693,689,4,49846,1,0,399000,36,0.5,4.0,Self-Employed
48,28405,679,2,8597,0,0,109000,30,0.3,3.84,Gig Worker
43,84757,754,5,42378,1,0,678000,36,0.5,8.0,Salaried
56,20786,681,1,3204,0,0,108000,24,0.15,5.2,Gig Worker
70,85295,672,4,42648,1,0,426000,18,0.5,4.99,Self-Employed
52,159629,753,0,0,1,0,1117000,30,0.0,7.0,Entrepreneur
53,28191,707,2,7682,0,0,92000,18,0.27,3.26,Gig Worker
43,68565,619,2,20562,1,0,343000,30,0.3,5.0,Salaried
40,66625,702,1,10372,1,0,533000,30,0.16,8.0,Entrepreneur
36,74775,811,1,10661,1,0,449000,24,0.14,6.0,Salaried
32,52599,761,2,15173,1,0,421000,24,0.29,8.0,Salaried
33,50133,821,2,15382,1,0,401000,30,0.31,8.0,Entrepreneur
25,25872,641,3,12569,1,0,129000,30,0.49,4.99,Salaried
41,65703,785,0,0,1,0,394000,30,0.0,6.0,Entrepreneur
25,27982,648,2,8915,1,0,168000,18,0.32,6.0,Salaried
44,68527,601,1,10450,1,0,480000,36,0.15,7.0,Entrepreneur
41,77378,635,1,12141,1,0,464000,30,0.16,6.0,Salaried
43,27979,710,4,13990,0,0,107000,12,0.5,3.82,Gig Worker
35,48160,782,0,0,1,0,337000,24,0.0,7.0,Salaried
70,72665,724,5,36332,1,0,363000,36,0.5,5.0,Entrepreneur
58,103766,687,0,0,1,0,623000,12,0.0,6.0,Self-Employed
27,14096,617,1,2100,0,1,88000,18,0.15,6.24,Gig Worker
44,68789,756,5,34394,1,0,482000,12,0.5,7.01,Salaried
34,47318,777,5,23659,1,0,331000,30,0.5,7.0,Salaried
29,37557,723,2,11394,1,0,300000,24,0.3,7.99,Salaried
25,25010,615,2,7291,1,0,150000,36,0.29,6.0,Salaried
47,149744,764,4,74872,1,0,1198000,12,0.5,8.0,Salaried
33,54940,798,3,22354,1,0,440000,18,0.41,8.01,Salaried
53,159024,822,2,45949,1,0,1113000,30,0.29,7.0,Self-Employed
53,111168,664,5,55584,1,1,778000,12,0.5,7.0,Entrepreneur
58,105579,734,0,0,1,0,845000,24,0.0,8.0,Entrepreneur
31,56310,657,3,26690,1,1,394000,24,0.47,7.0,Self-Employed
47,149212,626,2,46573,1,0,746000,24,0.31,5.0,Entrepreneur
49,102873,826,1,14910,1,0,617000,12,0.14,6.0,Government
